timestamp,L_train,epsilon,max_continuation_length,total_agreeing_pairs,total_merged_pairs,unique_length_pairs,files_saved
20250725_013248,10,0.25,8,64770,3873,35,"['merger_analysis_L10_eps0.25_cont8_20250725_013248_merge_fractions.csv', 'merger_analysis_L10_eps0.25_cont8_20250725_013248_heatmap.csv', 'merger_analysis_L10_eps0.25_cont8_20250725_013248_detailed_pairs.csv']"
